old_name,new_name
LM.NA_YTH_THO_THANH$NA_DCU_DIEN_THAP.kml,NA_YTH_THO_THANH-NA_DCU_DIEN_THAP.kml
LM.NA_YTH_TT_YEN_THANH$NA_YTH_HOA_THANH.kml,NA_YTH_TT_YEN_THANH-NA_YTH_HOA_THANH.kml
LM.NA_YTH_VINH_THANH$NA_YTH_VINH_THANH_2.kml,NA_YTH_VINH_THANH-NA_YTH_VINH_THANH_2.kml
LM.NA_YTH_VIEN_THANH$NA_YTH_VINH_THANH_2.kml,NA_YTH_VINH_THANH_2-NA_YTH_VIEN_THANH.kml
LM.NA_YTH_VINH_THANH_3$NA_YTH_VINH_THANH_2.kml,NA_YTH_VINH_THANH_3-NA_YTH_VINH_THANH_2.kml
LM.NA_YTH_XUAN_THANH$NA_YTH_NAM_THANH.kml,NA_YTH_XUAN_THANH-NA_YTH_NAM_THANH.kml
LM.NA_YTH_YEN_THANH$NA_YTH_XUAN_THANH_2.kml,NA_YTH_XUAN_THANH_2-NA_YTH_YEN_THANH.kml
LM.NA_YTH_YEN_THANH_3$NA_YTH_HOA_THANH.kml,NA_YTH_YEN_THANH_3-NA_YTH_HOA_THANH.kml
LM.NA_YTH_MA_THANH_3$NA_YTH_HAU_THANH_2.kml,NA_YTH_MA_THANH_3-NA_YTH_HAU_THANH_2.kml
LM.NA_YTH_TANG_THANH_2$NA_YTH_TT_YEN_THANH.kml,NA_YTH_TANG_THANH_2-NA_YTH_TT_YEN_THANH.kml
LM.NA_YTH_YEN_THANH_5$NA_YTH_HOA_THANH.kml,NA_YTH_YEN_THANH_5-NA_YTH_HOA_THANH.kml
LM.NA_YTH_LANG_THANH_3$NA_YTH_HAU_THANH_2.kml,NA_YTH_LANG_THANH_3-NA_YTH_HAU_THANH_2.kml
LM.NA_YTH_BAO_THANH_2$NA_YTH_SON_THANH_2.kml,NA_YTH_SON_THANH_2-NA_YTH_BAO_THANH_2.kml
CSG10.NA_YTH_HOA_THANH$NA_YTH_NAM_THANH.kml,NA_YTH_HOA_THANH-NA_YTH_NAM_THANH.kml
CSG10.NA_YTH_YEN_THANH_2$NA_YTH_NAM_THANH.kml,NA_YTH_NAM_THANH-NA_YTH_YEN_THANH_2.kml
CSG10.NA_YTH_YEN_THANH_2$NA_YTH_VIEN_THANH.kml,NA_YTH_YEN_THANH_2-NA_YTH_VIEN_THANH.kml
LM.NA_DCU_DIEN_THAP$NA_DCU_DIEN_THAP_2.kml,NA_DCU_DIEN_THAP_2-NA_DCU_DIEN_THAP.kml
LM.NA_NLC_NGHI_HUNG$NA_NLC_KCN_WHA2_1.kml,NA_NLC_KCN_WHA2_1-NA_NLC_NGHI_HUNG.kml
LM.NA_VIH_BV_VINH$NA_VIH_BV_SAN_NHI.kml,NA_VIH_BV_SAN_NHI-NA_VIH_BV_VINH.kml
LM.NA_NLC_NGHI_CONG_NAM_2$NA_NLC_NGHI_DONG.kml,NA_NLC_NGHI_CONG_NAM_2-NA_NLC_NGHI_DONG.kml
LM.NA_NLC_NGHI_CONG_NAM_2$NA_NLC_NGHI_MY_2.kml,NA_NLC_NGHI_CONG_NAM_2-NA_NLC_NGHI_MY_2.kml
LM.NA_YTH_XUAN_THANH$NA_YTH_YEN_THANH.kml,NA_YTH_YEN_THANH-NA_YTH_XUAN_THANH.kml
LM.NA_DCU_DIEN_DOAI_2$NA_DCU_DIEN_DOAI_3.kml,NA_DCU_DIEN_DOAI_3-NA_DCU_DIEN_DOAI_2.kml
LM.NA_DCU_DIEN_HOANG_3$NA_DCU_DIEN_HOANG.kml,NA_DCU_DIEN_HOANG_3-NA_DCU_DIEN_HOANG.kml
LM.NA_DCU_DIEN_MY_2$NA_DCU_DIEN_MY.kml,NA_DCU_DIEN_MY_2-NA_DCU_DIEN_MY.kml
LM.NA_DLG_THUAN_SON_2$NA_DLG_THUAN_SON.kml,NA_DLG_THUAN_SON_2-NA_DLG_THUAN_SON.kml
LM.NA_DLG_THUONG_SON_2$NA_DLG_THUONG_SON.kml,NA_DLG_THUONG_SON_2-NA_DLG_THUONG_SON.kml
